,frame,cell number,voltage,resistance,current,power,temperature
100,15,cell_3,3.919,0.303,6.071,140.792561,4.800000000000001
101,15,cell_4,3.757,0.303,6.071,140.792561,4.800000000000001
102,15,cell_5,3.838,0.303,6.071,140.792561,4.800000000000001
103,15,cell_6,3.838,0.303,6.071,140.792561,4.800000000000001
104,15,cell_average,3.865166666666667,0.30349999999999994,6.071,140.792561,4.800000000000001
105,16,cell_1,3.914,0.305,6.071,140.68935399999998,4.800000000000001
106,16,cell_2,3.919,0.304,6.071,140.68935399999998,4.800000000000001
107,16,cell_3,3.916,0.303,6.071,140.68935399999998,4.800000000000001
108,16,cell_4,3.7560000000000002,0.303,6.071,140.68935399999998,4.800000000000001
109,16,cell_5,3.833,0.303,6.071,140.68935399999998,4.800000000000001
110,16,cell_6,3.8360000000000003,0.303,6.071,140.68935399999998,4.800000000000001
111,16,cell_average,3.8623333333333334,0.30349999999999994,6.071,140.68935399999998,4.800000000000001
112,17,cell_1,3.914,0.305,6.149,142.496926,4.800000000000001
113,17,cell_2,3.919,0.304,6.149,142.496926,4.800000000000001
114,17,cell_3,3.916,0.303,6.149,142.496926,4.800000000000001
115,17,cell_4,3.7560000000000002,0.303,6.149,142.496926,4.800000000000001
116,17,cell_5,3.833,0.303,6.149,142.496926,4.800000000000001
117,17,cell_6,3.8360000000000003,0.303,6.149,142.496926,4.800000000000001
118,17,cell_average,3.8623333333333334,0.30349999999999994,6.149,142.496926,4.800000000000001
119,18,cell_1,3.914,0.305,5.915,136.93224999999998,4.800000000000001
120,18,cell_2,3.914,0.304,5.915,136.93224999999998,4.800000000000001
121,18,cell_3,3.912,0.303,5.915,136.93224999999998,4.800000000000001
122,18,cell_4,3.747,0.303,5.915,136.93224999999998,4.800000000000001
123,18,cell_5,3.83,0.303,5.915,136.93224999999998,4.800000000000001
124,18,cell_6,3.833,0.303,5.915,136.93224999999998,4.800000000000001
125,18,cell_average,3.858333333333333,0.30349999999999994,5.915,136.93224999999998,4.800000000000001
126,19,cell_1,3.914,0.305,6.071,140.54364999999999,4.800000000000001
127,19,cell_2,3.914,0.304,6.071,140.54364999999999,4.800000000000001
128,19,cell_3,3.912,0.303,6.071,140.54364999999999,4.800000000000001
129,19,cell_4,3.747,0.303,6.071,140.54364999999999,4.800000000000001
130,19,cell_5,3.83,0.303,6.071,140.54364999999999,4.800000000000001
131,19,cell_6,3.833,0.303,6.071,140.54364999999999,4.800000000000001
132,19,cell_average,3.858333333333333,0.30349999999999994,6.071,140.54364999999999,4.800000000000001
133,20,cell_1,3.911,0.305,6.071,140.519366,4.800000000000001
134,20,cell_2,3.9130000000000003,0.304,6.071,140.519366,4.800000000000001
135,20,cell_3,3.912,0.303,6.071,140.519366,4.800000000000001
136,20,cell_4,3.747,0.303,6.071,140.519366,4.800000000000001
137,20,cell_5,3.83,0.303,6.071,140.519366,4.800000000000001
138,20,cell_6,3.833,0.303,6.071,140.519366,4.800000000000001
139,20,cell_average,3.857666666666667,0.30349999999999994,6.071,140.519366,4.800000000000001
140,21,cell_1,3.911,0.305,6.071,140.519366,4.800000000000001
141,21,cell_2,3.9130000000000003,0.304,6.071,140.519366,4.800000000000001
142,21,cell_3,3.912,0.303,6.071,140.519366,4.800000000000001
143,21,cell_4,3.747,0.303,6.071,140.519366,4.800000000000001
144,21,cell_5,3.83,0.303,6.071,140.519366,4.800000000000001
145,21,cell_6,3.833,0.303,6.071,140.519366,4.800000000000001
146,21,cell_average,3.857666666666667,0.30349999999999994,6.071,140.519366,4.800000000000001
147,22,cell_1,3.911,0.305,5.993,138.761922,4.800000000000001
148,22,cell_2,3.9130000000000003,0.304,5.993,138.761922,4.800000000000001
149,22,cell_3,3.914,0.303,5.993,138.761922,4.800000000000001
150,22,cell_4,3.754,0.303,5.993,138.761922,4.800000000000001
151,22,cell_5,3.829,0.303,5.993,138.761922,4.800000000000001
152,22,cell_6,3.833,0.303,5.993,138.761922,4.800000000000001
153,22,cell_average,3.8589999999999995,0.30349999999999994,5.993,138.761922,4.800000000000001
154,23,cell_1,3.911,0.305,5.915,136.95591,4.800000000000001
155,23,cell_2,3.9130000000000003,0.304,5.915,136.95591,4.800000000000001
156,23,cell_3,3.914,0.303,5.915,136.95591,4.800000000000001
157,23,cell_4,3.754,0.303,5.915,136.95591,4.800000000000001
158,23,cell_5,3.829,0.303,5.915,136.95591,4.800000000000001
159,23,cell_6,3.833,0.303,5.915,136.95591,4.800000000000001
160,23,cell_average,3.8589999999999995,0.30349999999999994,5.915,136.95591,4.800000000000001
161,24,cell_1,3.908,0.305,5.993,138.73795,4.800000000000001
162,24,cell_2,3.912,0.304,5.993,138.73795,4.800000000000001
163,24,cell_3,3.914,0.303,5.993,138.73795,4.800000000000001
164,24,cell_4,3.754,0.303,5.993,138.73795,4.800000000000001
165,24,cell_5,3.829,0.303,5.993,138.73795,4.800000000000001
166,24,cell_6,3.833,0.303,5.993,138.73795,4.800000000000001
167,24,cell_average,3.858333333333333,0.30349999999999994,5.993,138.73795,4.800000000000001
168,25,cell_1,3.908,0.305,6.227,144.15505,4.800000000000001
169,25,cell_2,3.912,0.304,6.227,144.15505,4.800000000000001
170,25,cell_3,3.914,0.303,6.227,144.15505,4.800000000000001
171,25,cell_4,3.754,0.303,6.227,144.15505,4.800000000000001
172,25,cell_5,3.829,0.303,6.227,144.15505,4.800000000000001
173,25,cell_6,3.833,0.303,6.227,144.15505,4.800000000000001
174,25,cell_average,3.858333333333333,0.30349999999999994,6.227,144.15505,4.800000000000001
175,26,cell_1,3.908,0.305,6.071,140.312952,4.800000000000001
176,26,cell_2,3.907,0.304,6.071,140.312952,4.800000000000001
177,26,cell_3,3.907,0.303,6.071,140.312952,4.800000000000001
178,26,cell_4,3.742,0.303,6.071,140.312952,4.800000000000001
179,26,cell_5,3.822,0.303,6.071,140.312952,4.800000000000001
180,26,cell_6,3.826,0.303,6.071,140.312952,4.800000000000001
181,26,cell_average,3.852,0.30349999999999994,6.071,140.312952,4.800000000000001
182,27,cell_1,3.908,0.305,6.071,140.312952,4.800000000000001
183,27,cell_2,3.907,0.304,6.071,140.312952,4.800000000000001
184,27,cell_3,3.907,0.303,6.071,140.312952,4.800000000000001
185,27,cell_4,3.742,0.303,6.071,140.312952,4.800000000000001
186,27,cell_5,3.822,0.303,6.071,140.312952,4.800000000000001
187,27,cell_6,3.826,0.303,6.071,140.312952,4.800000000000001
188,27,cell_average,3.852,0.30349999999999994,6.071,140.312952,4.800000000000001
189,28,cell_1,3.908,0.305,6.149,142.084943,4.800000000000001
190,28,cell_2,3.902,0.304,6.149,142.084943,4.800000000000001
191,28,cell_3,3.907,0.303,6.149,142.084943,4.800000000000001
192,28,cell_4,3.742,0.303,6.149,142.084943,4.800000000000001
193,28,cell_5,3.822,0.303,6.149,142.084943,4.800000000000001
194,28,cell_6,3.826,0.303,6.149,142.084943,4.800000000000001
195,28,cell_average,3.8511666666666664,0.30349999999999994,6.149,142.084943,4.800000000000001
196,29,cell_1,3.908,0.305,6.149,142.084943,4.800000000000001
197,29,cell_2,3.902,0.304,6.149,142.084943,4.800000000000001
198,29,cell_3,3.907,0.303,6.149,142.084943,4.800000000000001
199,29,cell_4,3.742,0.303,6.149,142.084943,4.800000000000001
200,29,cell_5,3.822,0.303,6.149,142.084943,4.800000000000001
201,29,cell_6,3.826,0.303,6.149,142.084943,4.800000000000001
202,29,cell_average,3.8511666666666664,0.30349999999999994,6.149,142.084943,4.800000000000001
203,30,cell_1,3.898,0.305,6.149,141.882026,4.800000000000001
204,30,cell_2,3.903,0.304,6.149,141.882026,4.800000000000001
205,30,cell_3,3.902,0.303,6.149,141.882026,4.800000000000001
206,30,cell_4,3.732,0.303,6.149,141.882026,4.800000000000001
207,30,cell_5,3.817,0.303,6.149,141.882026,4.800000000000001
208,30,cell_6,3.822,0.303,6.149,141.882026,4.800000000000001
209,30,cell_average,3.8456666666666663,0.30349999999999994,6.149,141.882026,4.800000000000001
210,31,cell_1,3.898,0.305,6.149,141.882026,4.800000000000001
211,31,cell_2,3.903,0.304,6.149,141.882026,4.800000000000001
212,31,cell_3,3.902,0.303,6.149,141.882026,4.800000000000001
213,31,cell_4,3.732,0.303,6.149,141.882026,4.800000000000001
214,31,cell_5,3.817,0.303,6.149,141.882026,4.800000000000001
215,31,cell_6,3.822,0.303,6.149,141.882026,4.800000000000001
216,31,cell_average,3.8456666666666663,0.30349999999999994,6.149,141.882026,4.800000000000001
217,32,cell_1,3.9010000000000002,0.305,6.149,141.838983,4.800000000000001
218,32,cell_2,3.902,0.304,6.149,141.838983,4.800000000000001
219,32,cell_3,3.898,0.303,6.149,141.838983,4.800000000000001
220,32,cell_4,3.731,0.303,6.149,141.838983,4.800000000000001
221,32,cell_5,3.818,0.303,6.149,141.838983,4.800000000000001
222,32,cell_6,3.817,0.303,6.149,141.838983,4.800000000000001
223,32,cell_average,3.8445,0.30349999999999994,6.149,141.838983,4.800000000000001
224,33,cell_1,3.9010000000000002,0.305,6.149,141.838983,4.800000000000001
225,33,cell_2,3.902,0.304,6.149,141.838983,4.800000000000001
226,33,cell_3,3.898,0.303,6.149,141.838983,4.800000000000001
227,33,cell_4,3.731,0.303,6.149,141.838983,4.800000000000001
228,33,cell_5,3.818,0.303,6.149,141.838983,4.800000000000001
229,33,cell_6,3.817,0.303,6.149,141.838983,4.800000000000001
230,33,cell_average,3.8445,0.30349999999999994,6.149,141.838983,4.800000000000001
231,34,cell_1,3.898,0.305,6.149,141.765195,4.800000000000001
232,34,cell_2,3.9,0.304,6.149,141.765195,4.800000000000001
233,34,cell_3,3.8970000000000002,0.303,6.149,141.765195,4.800000000000001
234,34,cell_4,3.728,0.303,6.149,141.765195,4.800000000000001
235,34,cell_5,3.8160000000000003,0.303,6.149,141.765195,4.800000000000001
236,34,cell_6,3.8160000000000003,0.303,6.149,141.765195,4.800000000000001
237,34,cell_average,3.8425,0.30349999999999994,6.149,141.765195,4.800000000000001
238,35,cell_1,3.898,0.305,6.149,141.765195,4.800000000000001
239,35,cell_2,3.9,0.304,6.149,141.765195,4.800000000000001
240,35,cell_3,3.8970000000000002,0.303,6.149,141.765195,4.800000000000001
241,35,cell_4,3.728,0.303,6.149,141.765195,4.800000000000001
242,35,cell_5,3.8160000000000003,0.303,6.149,141.765195,4.800000000000001
243,35,cell_6,3.8160000000000003,0.303,6.149,141.765195,4.800000000000001
244,35,cell_average,3.8425,0.30349999999999994,6.149,141.765195,4.800000000000001
245,36,cell_1,3.895,0.305,6.071,139.86369800000003,4.800000000000001
246,36,cell_2,3.895,0.304,6.071,139.86369800000003,4.800000000000001
247,36,cell_3,3.894,0.303,6.071,139.86369800000003,4.800000000000001
248,36,cell_4,3.73,0.303,6.071,139.86369800000003,4.800000000000001
249,36,cell_5,3.8120000000000003,0.303,6.071,139.86369800000003,4.800000000000001
250,36,cell_6,3.8120000000000003,0.303,6.071,139.86369800000003,4.800000000000001
251,36,cell_average,3.8396666666666674,0.30349999999999994,6.071,139.86369800000003,4.800000000000001
252,37,cell_1,3.895,0.305,6.149,141.66066200000003,4.800000000000001
253,37,cell_2,3.895,0.304,6.149,141.66066200000003,4.800000000000001
254,37,cell_3,3.894,0.303,6.149,141.66066200000003,4.800000000000001
255,37,cell_4,3.73,0.303,6.149,141.66066200000003,4.800000000000001
256,37,cell_5,3.8120000000000003,0.303,6.149,141.66066200000003,4.800000000000001
257,37,cell_6,3.8120000000000003,0.303,6.149,141.66066200000003,4.800000000000001
258,37,cell_average,3.8396666666666674,0.30349999999999994,6.149,141.66066200000003,4.800000000000001
259,38,cell_1,3.8970000000000002,0.305,6.227,143.43894500000002,4.800000000000001
260,38,cell_2,3.8970000000000002,0.304,6.227,143.43894500000002,4.800000000000001
261,38,cell_3,3.894,0.303,6.227,143.43894500000002,4.800000000000001
262,38,cell_4,3.725,0.303,6.227,143.43894500000002,4.800000000000001
263,38,cell_5,3.81,0.303,6.227,143.43894500000002,4.800000000000001
264,38,cell_6,3.8120000000000003,0.303,6.227,143.43894500000002,4.800000000000001
265,38,cell_average,3.839166666666667,0.30349999999999994,6.227,143.43894500000002,4.800000000000001
266,39,cell_1,3.8970000000000002,0.305,5.993,138.048755,4.800000000000001
267,39,cell_2,3.8970000000000002,0.304,5.993,138.048755,4.800000000000001
268,39,cell_3,3.894,0.303,5.993,138.048755,4.800000000000001
269,39,cell_4,3.725,0.303,5.993,138.048755,4.800000000000001
270,39,cell_5,3.81,0.303,5.993,138.048755,4.800000000000001
271,39,cell_6,3.8120000000000003,0.303,5.993,138.048755,4.800000000000001
272,39,cell_average,3.839166666666667,0.30349999999999994,5.993,138.048755,4.800000000000001
273,40,cell_1,3.8970000000000002,0.305,6.149,141.623768,4.800000000000001
274,40,cell_2,3.898,0.304,6.149,141.623768,4.800000000000001
275,40,cell_3,3.896,0.303,6.149,141.623768,4.800000000000001
276,40,cell_4,3.727,0.303,6.149,141.623768,4.800000000000001
277,40,cell_5,3.805,0.303,6.149,141.623768,4.800000000000001
278,40,cell_6,3.809,0.303,6.149,141.623768,4.800000000000001
279,40,cell_average,3.8386666666666667,0.30349999999999994,6.149,141.623768,4.800000000000001
280,41,cell_1,3.8970000000000002,0.305,6.149,141.623768,4.800000000000001
281,41,cell_2,3.898,0.304,6.149,141.623768,4.800000000000001
282,41,cell_3,3.896,0.303,6.149,141.623768,4.800000000000001
283,41,cell_4,3.727,0.303,6.149,141.623768,4.800000000000001
284,41,cell_5,3.805,0.303,6.149,141.623768,4.800000000000001
285,41,cell_6,3.809,0.303,6.149,141.623768,4.800000000000001
286,41,cell_average,3.8386666666666667,0.30349999999999994,6.149,141.623768,4.800000000000001
287,42,cell_1,3.89,0.305,6.149,141.556129,4.800000000000001
288,42,cell_2,3.894,0.304,6.149,141.556129,4.800000000000001
289,42,cell_3,3.896,0.303,6.149,141.556129,4.800000000000001
290,42,cell_4,3.727,0.303,6.149,141.556129,4.800000000000001
291,42,cell_5,3.805,0.303,6.149,141.556129,4.800000000000001
292,42,cell_6,3.809,0.303,6.149,141.556129,4.800000000000001
293,42,cell_average,3.8368333333333333,0.30349999999999994,6.149,141.556129,4.800000000000001
294,43,cell_1,3.89,0.305,6.149,141.519235,4.800000000000001
295,43,cell_2,3.888,0.304,6.149,141.519235,4.800000000000001
296,43,cell_3,3.896,0.303,6.149,141.519235,4.800000000000001
297,43,cell_4,3.727,0.303,6.149,141.519235,4.800000000000001
298,43,cell_5,3.805,0.303,6.149,141.519235,4.800000000000001
299,43,cell_6,3.809,0.303,6.149,141.519235,4.800000000000001
300,43,cell_average,3.8358333333333334,0.30349999999999994,6.149,141.519235,4.800000000000001
301,44,cell_1,3.89,0.305,6.227,143.289497,4.800000000000001
302,44,cell_2,3.888,0.304,6.227,143.289497,4.800000000000001
303,44,cell_3,3.895,0.303,6.227,143.289497,4.800000000000001
304,44,cell_4,3.727,0.303,6.227,143.289497,4.800000000000001
305,44,cell_5,3.805,0.303,6.227,143.289497,4.800000000000001
306,44,cell_6,3.806,0.303,6.227,143.289497,4.800000000000001
307,44,cell_average,3.8351666666666673,0.30349999999999994,6.227,143.289497,4.800000000000001
308,45,cell_1,3.89,0.305,6.305,145.08435500000002,4.800000000000001
309,45,cell_2,3.888,0.304,6.305,145.08435500000002,4.800000000000001
310,45,cell_3,3.895,0.303,6.305,145.08435500000002,4.800000000000001
311,45,cell_4,3.727,0.303,6.305,145.08435500000002,4.800000000000001
312,45,cell_5,3.805,0.303,6.305,145.08435500000002,4.800000000000001
313,45,cell_6,3.806,0.303,6.305,145.08435500000002,4.800000000000001
314,45,cell_average,3.8351666666666673,0.30349999999999994,6.305,145.08435500000002,4.800000000000001
315,46,cell_1,3.888,0.305,6.149,141.48849,4.800000000000001
316,46,cell_2,3.8890000000000002,0.304,6.149,141.48849,4.800000000000001
317,46,cell_3,3.895,0.303,6.149,141.48849,4.800000000000001
318,46,cell_4,3.727,0.303,6.149,141.48849,4.800000000000001
319,46,cell_5,3.805,0.303,6.149,141.48849,4.800000000000001
320,46,cell_6,3.806,0.303,6.149,141.48849,4.800000000000001
321,46,cell_average,3.8350000000000004,0.30349999999999994,6.149,141.48849,4.800000000000001
322,47,cell_1,3.888,0.305,6.227,143.152503,4.800000000000001
323,47,cell_2,3.8890000000000002,0.304,6.227,143.152503,4.800000000000001
324,47,cell_3,3.888,0.303,6.227,143.152503,4.800000000000001
325,47,cell_4,3.72,0.303,6.227,143.152503,4.800000000000001
326,47,cell_5,3.8000000000000003,0.303,6.227,143.152503,4.800000000000001
327,47,cell_6,3.8040000000000003,0.303,6.227,143.152503,4.800000000000001
328,47,cell_average,3.8314999999999997,0.30349999999999994,6.227,143.152503,4.800000000000001
329,48,cell_1,3.888,0.305,6.149,141.35936099999998,4.800000000000001
330,48,cell_2,3.8890000000000002,0.304,6.149,141.35936099999998,4.800000000000001
331,48,cell_3,3.888,0.303,6.149,141.35936099999998,4.800000000000001
332,48,cell_4,3.72,0.303,6.149,141.35936099999998,4.800000000000001
333,48,cell_5,3.8000000000000003,0.303,6.149,141.35936099999998,4.800000000000001
334,48,cell_6,3.8040000000000003,0.303,6.149,141.35936099999998,4.800000000000001
335,48,cell_average,3.8314999999999997,0.30349999999999994,6.149,141.35936099999998,4.800000000000001
336,49,cell_1,3.888,0.305,6.149,141.34091399999997,4.800000000000001
337,49,cell_2,3.886,0.304,6.149,141.34091399999997,4.800000000000001
338,49,cell_3,3.888,0.303,6.149,141.34091399999997,4.800000000000001
339,49,cell_4,3.72,0.303,6.149,141.34091399999997,4.800000000000001
340,49,cell_5,3.8000000000000003,0.303,6.149,141.34091399999997,4.800000000000001
341,49,cell_6,3.8040000000000003,0.303,6.149,141.34091399999997,4.800000000000001
342,49,cell_average,3.8309999999999995,0.30349999999999994,6.149,141.34091399999997,4.800000000000001
343,50,cell_1,3.888,0.305,6.227,143.13382199999998,4.800000000000001
344,50,cell_2,3.886,0.304,6.227,143.13382199999998,4.800000000000001
345,50,cell_3,3.888,0.303,6.227,143.13382199999998,4.800000000000001
346,50,cell_4,3.72,0.303,6.227,143.13382199999998,4.800000000000001
347,50,cell_5,3.8000000000000003,0.303,6.227,143.13382199999998,4.800000000000001
348,50,cell_6,3.8040000000000003,0.303,6.227,143.13382199999998,4.800000000000001
349,50,cell_average,3.8309999999999995,0.30349999999999994,6.227,143.13382199999998,4.800000000000001
350,51,cell_1,3.8850000000000002,0.305,6.149,141.254828,4.800000000000001
351,51,cell_2,3.886,0.304,6.149,141.254828,4.800000000000001
352,51,cell_3,3.883,0.303,6.149,141.254828,4.800000000000001
353,51,cell_4,3.72,0.303,6.149,141.254828,4.800000000000001
354,51,cell_5,3.798,0.303,6.149,141.254828,4.800000000000001
355,51,cell_6,3.8000000000000003,0.303,6.149,141.254828,4.800000000000001
356,51,cell_average,3.828666666666667,0.30349999999999994,6.149,141.254828,4.800000000000001
357,52,cell_1,3.8850000000000002,0.305,6.149,141.254828,4.800000000000001
358,52,cell_2,3.886,0.304,6.149,141.254828,4.800000000000001
359,52,cell_3,3.883,0.303,6.149,141.254828,4.800000000000001
360,52,cell_4,3.72,0.303,6.149,141.254828,4.800000000000001
361,52,cell_5,3.798,0.303,6.149,141.254828,4.800000000000001
362,52,cell_6,3.8000000000000003,0.303,6.149,141.254828,4.800000000000001
363,52,cell_average,3.828666666666667,0.30349999999999994,6.149,141.254828,4.800000000000001
364,53,cell_1,3.884,0.305,6.227,142.96569300000002,4.800000000000001
365,53,cell_2,3.884,0.304,6.227,142.96569300000002,4.800000000000001
366,53,cell_3,3.884,0.303,6.227,142.96569300000002,4.800000000000001
367,53,cell_4,3.717,0.303,6.227,142.96569300000002,4.800000000000001
368,53,cell_5,3.795,0.303,6.227,142.96569300000002,4.800000000000001
369,53,cell_6,3.795,0.303,6.227,142.96569300000002,4.800000000000001
370,53,cell_average,3.8265000000000007,0.30349999999999994,6.227,142.96569300000002,4.800000000000001
371,54,cell_1,3.884,0.305,6.227,142.96569300000002,4.800000000000001
372,54,cell_2,3.884,0.304,6.227,142.96569300000002,4.800000000000001
373,54,cell_3,3.884,0.303,6.227,142.96569300000002,4.800000000000001
374,54,cell_4,3.717,0.303,6.227,142.96569300000002,4.800000000000001
375,54,cell_5,3.795,0.303,6.227,142.96569300000002,4.800000000000001
376,54,cell_6,3.795,0.303,6.227,142.96569300000002,4.800000000000001
377,54,cell_average,3.8265000000000007,0.30349999999999994,6.227,142.96569300000002,4.800000000000001
