,frame,time,cell number,voltage,resistance,current,power,temperature_1,temperature_2
312,45,24.5,cell_5,4.0440000000000005,0.301,0.311,7.554189999999999,6353.6,6353.6
313,45,24.5,cell_6,4.046,0.302,0.311,7.554189999999999,6353.6,6353.6
314,45,24.5,cell_average,4.048333333333333,0.30166666666666664,0.311,7.554189999999999,6353.6,6353.6
315,46,25.0,cell_1,4.053,0.303,0.311,7.554189999999999,6353.6,6353.6
316,46,25.0,cell_2,4.05,0.302,0.311,7.554189999999999,6353.6,6353.6
317,46,25.0,cell_3,4.05,0.301,0.311,7.554189999999999,6353.6,6353.6
318,46,25.0,cell_4,4.047,0.301,0.311,7.554189999999999,6353.6,6353.6
319,46,25.0,cell_5,4.0440000000000005,0.301,0.311,7.554189999999999,6353.6,6353.6
320,46,25.0,cell_6,4.046,0.302,0.311,7.554189999999999,6353.6,6353.6
321,46,25.0,cell_average,4.048333333333333,0.30166666666666664,0.311,7.554189999999999,6353.6,6353.6
322,47,25.5,cell_1,4.053,0.303,0.311,7.554501,6353.6,6353.6
323,47,25.5,cell_2,4.05,0.302,0.311,7.554501,6353.6,6353.6
324,47,25.5,cell_3,4.05,0.301,0.311,7.554501,6353.6,6353.6
325,47,25.5,cell_4,4.048,0.301,0.311,7.554501,6353.6,6353.6
326,47,25.5,cell_5,4.0440000000000005,0.301,0.311,7.554501,6353.6,6353.6
327,47,25.5,cell_6,4.046,0.302,0.311,7.554501,6353.6,6353.6
328,47,25.5,cell_average,4.0485,0.30166666666666664,0.311,7.554501,6353.6,6353.6
329,48,26.0,cell_1,4.053,0.303,0.311,7.553568,6353.6,6353.6
330,48,26.0,cell_2,4.05,0.302,0.311,7.553568,6353.6,6353.6
331,48,26.0,cell_3,4.05,0.301,0.311,7.553568,6353.6,6353.6
332,48,26.0,cell_4,4.047,0.301,0.311,7.553568,6353.6,6353.6
333,48,26.0,cell_5,4.0440000000000005,0.301,0.311,7.553568,6353.6,6353.6
334,48,26.0,cell_6,4.0440000000000005,0.302,0.311,7.553568,6353.6,6353.6
335,48,26.0,cell_average,4.048,0.30166666666666664,0.311,7.553568,6353.6,6353.6
