,frame,cell number,voltage,resistance,current,power
3556,509,cell_1,3.685,0.305,6.382000000000001,139.025488
3557,509,cell_2,3.685,0.304,6.382000000000001,139.025488
3558,509,cell_3,3.685,0.303,6.382000000000001,139.025488
3559,509,cell_4,3.516,0.303,6.382000000000001,139.025488
3560,509,cell_5,3.606,0.303,6.382000000000001,139.025488
3561,509,cell_6,3.607,0.303,6.382000000000001,139.025488
3562,509,cell_average,3.6306666666666665,0.30349999999999994,6.382000000000001,139.025488
3563,510,cell_1,3.685,0.305,6.46,140.72464
3564,510,cell_2,3.685,0.304,6.46,140.72464
3565,510,cell_3,3.685,0.303,6.46,140.72464
3566,510,cell_4,3.516,0.303,6.46,140.72464
3567,510,cell_5,3.606,0.303,6.46,140.72464
3568,510,cell_6,3.607,0.303,6.46,140.72464
3569,510,cell_average,3.6306666666666665,0.30349999999999994,6.46,140.72464
3570,511,cell_1,3.685,0.305,6.46,140.69234
3571,511,cell_2,3.685,0.304,6.46,140.69234
3572,511,cell_3,3.685,0.303,6.46,140.69234
3573,511,cell_4,3.516,0.303,6.46,140.69234
3574,511,cell_5,3.604,0.303,6.46,140.69234
3575,511,cell_6,3.604,0.303,6.46,140.69234
3576,511,cell_average,3.6298333333333335,0.30349999999999994,6.46,140.69234
3577,512,cell_1,3.685,0.305,6.538,142.43033
3578,512,cell_2,3.685,0.304,6.538,142.43033
3579,512,cell_3,3.685,0.303,6.538,142.43033
3580,512,cell_4,3.5220000000000002,0.303,6.538,142.43033
3581,512,cell_5,3.604,0.303,6.538,142.43033
3582,512,cell_6,3.604,0.303,6.538,142.43033
3583,512,cell_average,3.6308333333333334,0.30349999999999994,6.538,142.43033
3584,513,cell_1,3.681,0.305,6.538,142.371488
3585,513,cell_2,3.682,0.304,6.538,142.371488
3586,513,cell_3,3.6830000000000003,0.303,6.538,142.371488
3587,513,cell_4,3.5220000000000002,0.303,6.538,142.371488
3588,513,cell_5,3.604,0.303,6.538,142.371488
3589,513,cell_6,3.604,0.303,6.538,142.371488
3590,513,cell_average,3.6293333333333333,0.30349999999999994,6.538,142.371488
3591,514,cell_1,3.681,0.305,6.538,142.358412
3592,514,cell_2,3.682,0.304,6.538,142.358412
3593,514,cell_3,3.6830000000000003,0.303,6.538,142.358412
3594,514,cell_4,3.517,0.303,6.538,142.358412
3595,514,cell_5,3.604,0.303,6.538,142.358412
3596,514,cell_6,3.607,0.303,6.538,142.358412
3597,514,cell_average,3.6289999999999996,0.30349999999999994,6.538,142.358412
3598,515,cell_1,3.681,0.305,6.538,142.358412
3599,515,cell_2,3.682,0.304,6.538,142.358412
3600,515,cell_3,3.6830000000000003,0.303,6.538,142.358412
3601,515,cell_4,3.517,0.303,6.538,142.358412
3602,515,cell_5,3.604,0.303,6.538,142.358412
3603,515,cell_6,3.607,0.303,6.538,142.358412
3604,515,cell_average,3.6289999999999996,0.30349999999999994,6.538,142.358412
3605,516,cell_1,3.68,0.305,6.6160000000000005,144.070016
3606,516,cell_2,3.685,0.304,6.6160000000000005,144.070016
3607,516,cell_3,3.6830000000000003,0.303,6.6160000000000005,144.070016
3608,516,cell_4,3.517,0.303,6.6160000000000005,144.070016
3609,516,cell_5,3.604,0.303,6.6160000000000005,144.070016
3610,516,cell_6,3.607,0.303,6.6160000000000005,144.070016
3611,516,cell_average,3.6293333333333333,0.30349999999999994,6.6160000000000005,144.070016
3612,517,cell_1,3.68,0.305,6.6160000000000005,144.070016
3613,517,cell_2,3.685,0.304,6.6160000000000005,144.070016
3614,517,cell_3,3.6830000000000003,0.303,6.6160000000000005,144.070016
3615,517,cell_4,3.517,0.303,6.6160000000000005,144.070016
3616,517,cell_5,3.604,0.303,6.6160000000000005,144.070016
3617,517,cell_6,3.607,0.303,6.6160000000000005,144.070016
3618,517,cell_average,3.6293333333333333,0.30349999999999994,6.6160000000000005,144.070016
3619,518,cell_1,3.68,0.305,6.6160000000000005,144.09648
3620,518,cell_2,3.685,0.304,6.6160000000000005,144.09648
3621,518,cell_3,3.6830000000000003,0.303,6.6160000000000005,144.09648
3622,518,cell_4,3.52,0.303,6.6160000000000005,144.09648
3623,518,cell_5,3.606,0.303,6.6160000000000005,144.09648
3624,518,cell_6,3.606,0.303,6.6160000000000005,144.09648
3625,518,cell_average,3.6300000000000003,0.30349999999999994,6.6160000000000005,144.09648
3626,519,cell_1,3.68,0.305,6.538,142.39764000000002
3627,519,cell_2,3.685,0.304,6.538,142.39764000000002
3628,519,cell_3,3.6830000000000003,0.303,6.538,142.39764000000002
3629,519,cell_4,3.52,0.303,6.538,142.39764000000002
3630,519,cell_5,3.606,0.303,6.538,142.39764000000002
3631,519,cell_6,3.606,0.303,6.538,142.39764000000002
3632,519,cell_average,3.6300000000000003,0.30349999999999994,6.538,142.39764000000002
3633,520,cell_1,3.681,0.305,6.305,137.23462999999998
3634,520,cell_2,3.681,0.304,6.305,137.23462999999998
3635,520,cell_3,3.678,0.303,6.305,137.23462999999998
3636,520,cell_4,3.5140000000000002,0.303,6.305,137.23462999999998
3637,520,cell_5,3.606,0.303,6.305,137.23462999999998
3638,520,cell_6,3.606,0.303,6.305,137.23462999999998
3639,520,cell_average,3.6276666666666664,0.30349999999999994,6.305,137.23462999999998
3640,521,cell_1,3.681,0.305,6.6160000000000005,144.003856
3641,521,cell_2,3.681,0.304,6.6160000000000005,144.003856
3642,521,cell_3,3.678,0.303,6.6160000000000005,144.003856
3643,521,cell_4,3.5140000000000002,0.303,6.6160000000000005,144.003856
3644,521,cell_5,3.606,0.303,6.6160000000000005,144.003856
3645,521,cell_6,3.606,0.303,6.6160000000000005,144.003856
3646,521,cell_average,3.6276666666666664,0.30349999999999994,6.6160000000000005,144.003856
3647,522,cell_1,3.681,0.305,6.538,142.30610800000002
3648,522,cell_2,3.681,0.304,6.538,142.30610800000002
3649,522,cell_3,3.678,0.303,6.538,142.30610800000002
3650,522,cell_4,3.52,0.303,6.538,142.30610800000002
3651,522,cell_5,3.603,0.303,6.538,142.30610800000002
3652,522,cell_6,3.603,0.303,6.538,142.30610800000002
3653,522,cell_average,3.627666666666667,0.30349999999999994,6.538,142.30610800000002
3654,523,cell_1,3.681,0.305,6.772,147.39935200000002
3655,523,cell_2,3.681,0.304,6.772,147.39935200000002
3656,523,cell_3,3.678,0.303,6.772,147.39935200000002
3657,523,cell_4,3.52,0.303,6.772,147.39935200000002
3658,523,cell_5,3.603,0.303,6.772,147.39935200000002
3659,523,cell_6,3.603,0.303,6.772,147.39935200000002
3660,523,cell_average,3.627666666666667,0.30349999999999994,6.772,147.39935200000002
3661,524,cell_1,3.678,0.305,6.694,145.688216
3662,524,cell_2,3.68,0.304,6.694,145.688216
3663,524,cell_3,3.68,0.303,6.694,145.688216
3664,524,cell_4,3.52,0.303,6.694,145.688216
3665,524,cell_5,3.603,0.303,6.694,145.688216
3666,524,cell_6,3.603,0.303,6.694,145.688216
3667,524,cell_average,3.627333333333334,0.30349999999999994,6.694,145.688216
3668,525,cell_1,3.678,0.305,6.694,145.681522
3669,525,cell_2,3.68,0.304,6.694,145.681522
3670,525,cell_3,3.68,0.303,6.694,145.681522
3671,525,cell_4,3.52,0.303,6.694,145.681522
3672,525,cell_5,3.602,0.303,6.694,145.681522
3673,525,cell_6,3.603,0.303,6.694,145.681522
3674,525,cell_average,3.627166666666667,0.30349999999999994,6.694,145.681522
3675,526,cell_1,3.678,0.305,6.6160000000000005,143.98400800000002
3676,526,cell_2,3.68,0.304,6.6160000000000005,143.98400800000002
3677,526,cell_3,3.68,0.303,6.6160000000000005,143.98400800000002
3678,526,cell_4,3.52,0.303,6.6160000000000005,143.98400800000002
3679,526,cell_5,3.602,0.303,6.6160000000000005,143.98400800000002
3680,526,cell_6,3.603,0.303,6.6160000000000005,143.98400800000002
3681,526,cell_average,3.627166666666667,0.30349999999999994,6.6160000000000005,143.98400800000002
3682,527,cell_1,3.678,0.305,6.382000000000001,138.84041000000002
3683,527,cell_2,3.678,0.304,6.382000000000001,138.84041000000002
3684,527,cell_3,3.678,0.303,6.382000000000001,138.84041000000002
3685,527,cell_4,3.516,0.303,6.382000000000001,138.84041000000002
3686,527,cell_5,3.602,0.303,6.382000000000001,138.84041000000002
3687,527,cell_6,3.603,0.303,6.382000000000001,138.84041000000002
3688,527,cell_average,3.625833333333333,0.30349999999999994,6.382000000000001,138.84041000000002
3689,528,cell_1,3.678,0.305,6.538,142.23419
3690,528,cell_2,3.678,0.304,6.538,142.23419
3691,528,cell_3,3.678,0.303,6.538,142.23419
3692,528,cell_4,3.516,0.303,6.538,142.23419
3693,528,cell_5,3.602,0.303,6.538,142.23419
3694,528,cell_6,3.603,0.303,6.538,142.23419
3695,528,cell_average,3.625833333333333,0.30349999999999994,6.538,142.23419
3696,529,cell_1,3.678,0.305,6.538,142.162272
3697,529,cell_2,3.678,0.304,6.538,142.162272
3698,529,cell_3,3.678,0.303,6.538,142.162272
3699,529,cell_4,3.509,0.303,6.538,142.162272
3700,529,cell_5,3.599,0.303,6.538,142.162272
3701,529,cell_6,3.602,0.303,6.538,142.162272
3702,529,cell_average,3.624,0.30349999999999994,6.538,142.162272
3703,530,cell_1,3.678,0.305,6.46,140.46624
3704,530,cell_2,3.678,0.304,6.46,140.46624
3705,530,cell_3,3.678,0.303,6.46,140.46624
3706,530,cell_4,3.509,0.303,6.46,140.46624
3707,530,cell_5,3.599,0.303,6.46,140.46624
3708,530,cell_6,3.602,0.303,6.46,140.46624
3709,530,cell_average,3.624,0.30349999999999994,6.46,140.46624
3710,531,cell_1,3.676,0.305,6.538,142.20803800000002
3711,531,cell_2,3.678,0.304,6.538,142.20803800000002
3712,531,cell_3,3.678,0.303,6.538,142.20803800000002
3713,531,cell_4,3.5180000000000002,0.303,6.538,142.20803800000002
3714,531,cell_5,3.599,0.303,6.538,142.20803800000002
3715,531,cell_6,3.602,0.303,6.538,142.20803800000002
3716,531,cell_average,3.625166666666667,0.30349999999999994,6.538,142.20803800000002
3717,532,cell_1,3.676,0.305,6.46,140.51146
3718,532,cell_2,3.678,0.304,6.46,140.51146
3719,532,cell_3,3.678,0.303,6.46,140.51146
3720,532,cell_4,3.5180000000000002,0.303,6.46,140.51146
3721,532,cell_5,3.599,0.303,6.46,140.51146
3722,532,cell_6,3.602,0.303,6.46,140.51146
3723,532,cell_average,3.625166666666667,0.30349999999999994,6.46,140.51146
3724,533,cell_1,3.676,0.305,6.6160000000000005,143.99062400000003
3725,533,cell_2,3.678,0.304,6.6160000000000005,143.99062400000003
3726,533,cell_3,3.678,0.303,6.6160000000000005,143.99062400000003
3727,533,cell_4,3.525,0.303,6.6160000000000005,143.99062400000003
3728,533,cell_5,3.604,0.303,6.6160000000000005,143.99062400000003
3729,533,cell_6,3.603,0.303,6.6160000000000005,143.99062400000003
3730,533,cell_average,3.627333333333334,0.30349999999999994,6.6160000000000005,143.99062400000003
3731,534,cell_1,3.676,0.305,6.538,142.293032
3732,534,cell_2,3.678,0.304,6.538,142.293032
3733,534,cell_3,3.678,0.303,6.538,142.293032
3734,534,cell_4,3.525,0.303,6.538,142.293032
3735,534,cell_5,3.604,0.303,6.538,142.293032
3736,534,cell_6,3.603,0.303,6.538,142.293032
3737,534,cell_average,3.627333333333334,0.30349999999999994,6.538,142.293032
3738,535,cell_1,3.677,0.305,6.6160000000000005,143.92446400000003
3739,535,cell_2,3.681,0.304,6.6160000000000005,143.92446400000003
3740,535,cell_3,3.68,0.303,6.6160000000000005,143.92446400000003
3741,535,cell_4,3.509,0.303,6.6160000000000005,143.92446400000003
3742,535,cell_5,3.604,0.303,6.6160000000000005,143.92446400000003
3743,535,cell_6,3.603,0.303,6.6160000000000005,143.92446400000003
3744,535,cell_average,3.625666666666667,0.30349999999999994,6.6160000000000005,143.92446400000003
3745,536,cell_1,3.677,0.305,6.46,140.49854000000002
3746,536,cell_2,3.681,0.304,6.46,140.49854000000002
3747,536,cell_3,3.68,0.303,6.46,140.49854000000002
3748,536,cell_4,3.517,0.303,6.46,140.49854000000002
3749,536,cell_5,3.597,0.303,6.46,140.49854000000002
3750,536,cell_6,3.597,0.303,6.46,140.49854000000002
3751,536,cell_average,3.6248333333333336,0.30349999999999994,6.46,140.49854000000002
3752,537,cell_1,3.677,0.305,6.46,140.49854000000002
3753,537,cell_2,3.681,0.304,6.46,140.49854000000002
3754,537,cell_3,3.68,0.303,6.46,140.49854000000002
3755,537,cell_4,3.517,0.303,6.46,140.49854000000002
3756,537,cell_5,3.597,0.303,6.46,140.49854000000002
3757,537,cell_6,3.597,0.303,6.46,140.49854000000002
3758,537,cell_average,3.6248333333333336,0.30349999999999994,6.46,140.49854000000002
3759,538,cell_1,3.6710000000000003,0.305,6.382000000000001,138.66171400000002
3760,538,cell_2,3.6750000000000003,0.304,6.382000000000001,138.66171400000002
3761,538,cell_3,3.674,0.303,6.382000000000001,138.66171400000002
3762,538,cell_4,3.513,0.303,6.382000000000001,138.66171400000002
3763,538,cell_5,3.597,0.303,6.382000000000001,138.66171400000002
3764,538,cell_6,3.597,0.303,6.382000000000001,138.66171400000002
3765,538,cell_average,3.621166666666667,0.30349999999999994,6.382000000000001,138.66171400000002
3766,539,cell_1,3.6710000000000003,0.305,6.382000000000001,138.66171400000002
3767,539,cell_2,3.6750000000000003,0.304,6.382000000000001,138.66171400000002
3768,539,cell_3,3.674,0.303,6.382000000000001,138.66171400000002
3769,539,cell_4,3.513,0.303,6.382000000000001,138.66171400000002
3770,539,cell_5,3.597,0.303,6.382000000000001,138.66171400000002
3771,539,cell_6,3.597,0.303,6.382000000000001,138.66171400000002
3772,539,cell_average,3.621166666666667,0.30349999999999994,6.382000000000001,138.66171400000002
3773,540,cell_1,3.6710000000000003,0.305,6.538,142.018436
3774,540,cell_2,3.6750000000000003,0.304,6.538,142.018436
3775,540,cell_3,3.674,0.303,6.538,142.018436
3776,540,cell_4,3.509,0.303,6.538,142.018436
3777,540,cell_5,3.597,0.303,6.538,142.018436
3778,540,cell_6,3.596,0.303,6.538,142.018436
3779,540,cell_average,3.6203333333333334,0.30349999999999994,6.538,142.018436
3780,541,cell_1,3.6710000000000003,0.305,6.6160000000000005,143.71275200000002
3781,541,cell_2,3.6750000000000003,0.304,6.6160000000000005,143.71275200000002
3782,541,cell_3,3.674,0.303,6.6160000000000005,143.71275200000002
3783,541,cell_4,3.509,0.303,6.6160000000000005,143.71275200000002
3784,541,cell_5,3.597,0.303,6.6160000000000005,143.71275200000002
3785,541,cell_6,3.596,0.303,6.6160000000000005,143.71275200000002
3786,541,cell_average,3.6203333333333334,0.30349999999999994,6.6160000000000005,143.71275200000002
3787,542,cell_1,3.669,0.305,6.382000000000001,138.58513000000002
3788,542,cell_2,3.6710000000000003,0.304,6.382000000000001,138.58513000000002
3789,542,cell_3,3.6710000000000003,0.303,6.382000000000001,138.58513000000002
3790,542,cell_4,3.511,0.303,6.382000000000001,138.58513000000002
3791,542,cell_5,3.597,0.303,6.382000000000001,138.58513000000002
3792,542,cell_6,3.596,0.303,6.382000000000001,138.58513000000002
3793,542,cell_average,3.6191666666666666,0.30349999999999994,6.382000000000001,138.58513000000002
3794,543,cell_1,3.669,0.305,6.6160000000000005,143.653208
3795,543,cell_2,3.6710000000000003,0.304,6.6160000000000005,143.653208
3796,543,cell_3,3.6710000000000003,0.303,6.6160000000000005,143.653208
3797,543,cell_4,3.511,0.303,6.6160000000000005,143.653208
3798,543,cell_5,3.596,0.303,6.6160000000000005,143.653208
3799,543,cell_6,3.595,0.303,6.6160000000000005,143.653208
3800,543,cell_average,3.618833333333333,0.30349999999999994,6.6160000000000005,143.653208
3801,544,cell_1,3.669,0.305,6.538,141.95959399999998
3802,544,cell_2,3.6710000000000003,0.304,6.538,141.95959399999998
3803,544,cell_3,3.6710000000000003,0.303,6.538,141.95959399999998
3804,544,cell_4,3.511,0.303,6.538,141.95959399999998
3805,544,cell_5,3.596,0.303,6.538,141.95959399999998
3806,544,cell_6,3.595,0.303,6.538,141.95959399999998
3807,544,cell_average,3.618833333333333,0.30349999999999994,6.538,141.95959399999998
3808,545,cell_1,3.672,0.305,6.6160000000000005,143.692904
3809,545,cell_2,3.674,0.304,6.6160000000000005,143.692904
3810,545,cell_3,3.6710000000000003,0.303,6.6160000000000005,143.692904
3811,545,cell_4,3.511,0.303,6.6160000000000005,143.692904
3812,545,cell_5,3.596,0.303,6.6160000000000005,143.692904
3813,545,cell_6,3.595,0.303,6.6160000000000005,143.692904
3814,545,cell_average,3.619833333333333,0.30349999999999994,6.6160000000000005,143.692904
3815,546,cell_1,3.672,0.305,6.46,140.24014
3816,546,cell_2,3.674,0.304,6.46,140.24014
3817,546,cell_3,3.67,0.303,6.46,140.24014
3818,546,cell_4,3.508,0.303,6.46,140.24014
3819,546,cell_5,3.59,0.303,6.46,140.24014
3820,546,cell_6,3.595,0.303,6.46,140.24014
3821,546,cell_average,3.6181666666666668,0.30349999999999994,6.46,140.24014
3822,547,cell_1,3.672,0.305,6.46,140.24014
3823,547,cell_2,3.674,0.304,6.46,140.24014
3824,547,cell_3,3.67,0.303,6.46,140.24014
3825,547,cell_4,3.508,0.303,6.46,140.24014
3826,547,cell_5,3.59,0.303,6.46,140.24014
3827,547,cell_6,3.595,0.303,6.46,140.24014
3828,547,cell_average,3.6181666666666668,0.30349999999999994,6.46,140.24014
3829,548,cell_1,3.67,0.305,6.46,140.21429999999998
3830,548,cell_2,3.672,0.304,6.46,140.21429999999998
3831,548,cell_3,3.67,0.303,6.46,140.21429999999998
3832,548,cell_4,3.508,0.303,6.46,140.21429999999998
3833,548,cell_5,3.59,0.303,6.46,140.21429999999998
3834,548,cell_6,3.595,0.303,6.46,140.21429999999998
3835,548,cell_average,3.6174999999999997,0.30349999999999994,6.46,140.21429999999998
3836,549,cell_1,3.67,0.305,6.46,140.21429999999998
3837,549,cell_2,3.672,0.304,6.46,140.21429999999998
3838,549,cell_3,3.67,0.303,6.46,140.21429999999998
3839,549,cell_4,3.508,0.303,6.46,140.21429999999998
3840,549,cell_5,3.59,0.303,6.46,140.21429999999998
3841,549,cell_6,3.595,0.303,6.46,140.21429999999998
3842,549,cell_average,3.6174999999999997,0.30349999999999994,6.46,140.21429999999998
3843,550,cell_1,3.67,0.305,6.538,141.953056
3844,550,cell_2,3.672,0.304,6.538,141.953056
3845,550,cell_3,3.669,0.303,6.538,141.953056
3846,550,cell_4,3.511,0.303,6.538,141.953056
3847,550,cell_5,3.595,0.303,6.538,141.953056
3848,550,cell_6,3.595,0.303,6.538,141.953056
3849,550,cell_average,3.6186666666666665,0.30349999999999994,6.538,141.953056
3850,551,cell_1,3.67,0.305,6.46,140.25952
3851,551,cell_2,3.672,0.304,6.46,140.25952
3852,551,cell_3,3.669,0.303,6.46,140.25952
3853,551,cell_4,3.511,0.303,6.46,140.25952
3854,551,cell_5,3.595,0.303,6.46,140.25952
3855,551,cell_6,3.595,0.303,6.46,140.25952
3856,551,cell_average,3.6186666666666665,0.30349999999999994,6.46,140.25952
3857,552,cell_1,3.67,0.305,6.6160000000000005,143.620128
3858,552,cell_2,3.669,0.304,6.6160000000000005,143.620128
3859,552,cell_3,3.668,0.303,6.6160000000000005,143.620128
3860,552,cell_4,3.511,0.303,6.6160000000000005,143.620128
3861,552,cell_5,3.595,0.303,6.6160000000000005,143.620128
3862,552,cell_6,3.595,0.303,6.6160000000000005,143.620128
3863,552,cell_average,3.618,0.30349999999999994,6.6160000000000005,143.620128
3864,553,cell_1,3.67,0.305,6.772,147.006576
3865,553,cell_2,3.669,0.304,6.772,147.006576
3866,553,cell_3,3.668,0.303,6.772,147.006576
3867,553,cell_4,3.511,0.303,6.772,147.006576
3868,553,cell_5,3.595,0.303,6.772,147.006576
3869,553,cell_6,3.595,0.303,6.772,147.006576
3870,553,cell_average,3.618,0.30349999999999994,6.772,147.006576
3871,554,cell_1,3.669,0.305,6.538,141.822296
3872,554,cell_2,3.67,0.304,6.538,141.822296
3873,554,cell_3,3.666,0.303,6.538,141.822296
3874,554,cell_4,3.5060000000000002,0.303,6.538,141.822296
3875,554,cell_5,3.59,0.303,6.538,141.822296
3876,554,cell_6,3.591,0.303,6.538,141.822296
3877,554,cell_average,3.6153333333333335,0.30349999999999994,6.538,141.822296
3878,555,cell_1,3.669,0.305,6.694,145.206248
3879,555,cell_2,3.67,0.304,6.694,145.206248
3880,555,cell_3,3.666,0.303,6.694,145.206248
3881,555,cell_4,3.5060000000000002,0.303,6.694,145.206248
3882,555,cell_5,3.59,0.303,6.694,145.206248
3883,555,cell_6,3.591,0.303,6.694,145.206248
3884,555,cell_average,3.6153333333333335,0.30349999999999994,6.694,145.206248
3885,556,cell_1,3.665,0.305,6.46,140.01404
3886,556,cell_2,3.668,0.304,6.46,140.01404
3887,556,cell_3,3.665,0.303,6.46,140.01404
3888,556,cell_4,3.5,0.303,6.46,140.01404
3889,556,cell_5,3.589,0.303,6.46,140.01404
3890,556,cell_6,3.587,0.303,6.46,140.01404
3891,556,cell_average,3.6123333333333334,0.30349999999999994,6.46,140.01404
3892,557,cell_1,3.665,0.305,6.382000000000001,138.32346800000002
3893,557,cell_2,3.668,0.304,6.382000000000001,138.32346800000002
3894,557,cell_3,3.665,0.303,6.382000000000001,138.32346800000002
3895,557,cell_4,3.5,0.303,6.382000000000001,138.32346800000002
3896,557,cell_5,3.589,0.303,6.382000000000001,138.32346800000002
3897,557,cell_6,3.587,0.303,6.382000000000001,138.32346800000002
3898,557,cell_average,3.6123333333333334,0.30349999999999994,6.382000000000001,138.32346800000002
3899,558,cell_1,3.665,0.305,6.46,140.10448
3900,558,cell_2,3.669,0.304,6.46,140.10448
3901,558,cell_3,3.669,0.303,6.46,140.10448
3902,558,cell_4,3.507,0.303,6.46,140.10448
3903,558,cell_5,3.589,0.303,6.46,140.10448
3904,558,cell_6,3.589,0.303,6.46,140.10448
3905,558,cell_average,3.6146666666666665,0.30349999999999994,6.46,140.10448
3906,559,cell_1,3.665,0.305,6.538,141.796144
3907,559,cell_2,3.669,0.304,6.538,141.796144
3908,559,cell_3,3.669,0.303,6.538,141.796144
3909,559,cell_4,3.507,0.303,6.538,141.796144
3910,559,cell_5,3.589,0.303,6.538,141.796144
3911,559,cell_6,3.589,0.303,6.538,141.796144
3912,559,cell_average,3.6146666666666665,0.30349999999999994,6.538,141.796144
3913,560,cell_1,3.661,0.305,6.538,141.698074
3914,560,cell_2,3.669,0.304,6.538,141.698074
3915,560,cell_3,3.666,0.303,6.538,141.698074
3916,560,cell_4,3.501,0.303,6.538,141.698074
3917,560,cell_5,3.587,0.303,6.538,141.698074
3918,560,cell_6,3.589,0.303,6.538,141.698074
3919,560,cell_average,3.6121666666666665,0.30349999999999994,6.538,141.698074
3920,561,cell_1,3.661,0.305,6.694,145.079062
3921,561,cell_2,3.669,0.304,6.694,145.079062
3922,561,cell_3,3.666,0.303,6.694,145.079062
3923,561,cell_4,3.501,0.303,6.694,145.079062
3924,561,cell_5,3.587,0.303,6.694,145.079062
3925,561,cell_6,3.589,0.303,6.694,145.079062
3926,561,cell_average,3.6121666666666665,0.30349999999999994,6.694,145.079062
3927,562,cell_1,3.666,0.305,6.6160000000000005,143.461344
3928,562,cell_2,3.669,0.304,6.6160000000000005,143.461344
3929,562,cell_3,3.666,0.303,6.6160000000000005,143.461344
3930,562,cell_4,3.505,0.303,6.6160000000000005,143.461344
3931,562,cell_5,3.589,0.303,6.6160000000000005,143.461344
3932,562,cell_6,3.589,0.303,6.6160000000000005,143.461344
3933,562,cell_average,3.6139999999999994,0.30349999999999994,6.6160000000000005,143.461344
3934,563,cell_1,3.666,0.305,6.46,140.07863999999998
3935,563,cell_2,3.669,0.304,6.46,140.07863999999998
3936,563,cell_3,3.666,0.303,6.46,140.07863999999998
3937,563,cell_4,3.505,0.303,6.46,140.07863999999998
3938,563,cell_5,3.589,0.303,6.46,140.07863999999998
3939,563,cell_6,3.589,0.303,6.46,140.07863999999998
3940,563,cell_average,3.6139999999999994,0.30349999999999994,6.46,140.07863999999998
3941,564,cell_1,3.666,0.305,6.46,140.09156
3942,564,cell_2,3.668,0.304,6.46,140.09156
3943,564,cell_3,3.669,0.303,6.46,140.09156
3944,564,cell_4,3.5060000000000002,0.303,6.46,140.09156
3945,564,cell_5,3.587,0.303,6.46,140.09156
3946,564,cell_6,3.59,0.303,6.46,140.09156
3947,564,cell_average,3.614333333333333,0.30349999999999994,6.46,140.09156
3948,565,cell_1,3.666,0.305,6.382000000000001,138.40005200000002
3949,565,cell_2,3.668,0.304,6.382000000000001,138.40005200000002
3950,565,cell_3,3.669,0.303,6.382000000000001,138.40005200000002
3951,565,cell_4,3.5060000000000002,0.303,6.382000000000001,138.40005200000002
3952,565,cell_5,3.587,0.303,6.382000000000001,138.40005200000002
3953,565,cell_6,3.59,0.303,6.382000000000001,138.40005200000002
3954,565,cell_average,3.614333333333333,0.30349999999999994,6.382000000000001,138.40005200000002
3955,566,cell_1,3.661,0.305,6.538,141.72422600000002
3956,566,cell_2,3.664,0.304,6.538,141.72422600000002
3957,566,cell_3,3.669,0.303,6.538,141.72422600000002
3958,566,cell_4,3.5060000000000002,0.303,6.538,141.72422600000002
3959,566,cell_5,3.587,0.303,6.538,141.72422600000002
3960,566,cell_6,3.59,0.303,6.538,141.72422600000002
3961,566,cell_average,3.612833333333333,0.30349999999999994,6.538,141.72422600000002
3962,567,cell_1,3.661,0.305,6.772,146.79664400000001
3963,567,cell_2,3.664,0.304,6.772,146.79664400000001
3964,567,cell_3,3.669,0.303,6.772,146.79664400000001
3965,567,cell_4,3.5060000000000002,0.303,6.772,146.79664400000001
3966,567,cell_5,3.587,0.303,6.772,146.79664400000001
3967,567,cell_6,3.59,0.303,6.772,146.79664400000001
3968,567,cell_average,3.612833333333333,0.30349999999999994,6.772,146.79664400000001
3969,568,cell_1,3.661,0.305,6.46,140.00758
3970,568,cell_2,3.665,0.304,6.46,140.00758
3971,568,cell_3,3.668,0.303,6.46,140.00758
3972,568,cell_4,3.505,0.303,6.46,140.00758
3973,568,cell_5,3.587,0.303,6.46,140.00758
3974,568,cell_6,3.587,0.303,6.46,140.00758
3975,568,cell_average,3.6121666666666665,0.30349999999999994,6.46,140.00758
3976,569,cell_1,3.661,0.305,6.538,141.698074
3977,569,cell_2,3.665,0.304,6.538,141.698074
3978,569,cell_3,3.668,0.303,6.538,141.698074
3979,569,cell_4,3.505,0.303,6.538,141.698074
3980,569,cell_5,3.587,0.303,6.538,141.698074
3981,569,cell_6,3.587,0.303,6.538,141.698074
3982,569,cell_average,3.6121666666666665,0.30349999999999994,6.538,141.698074
3983,570,cell_1,3.664,0.305,6.46,140.02696
3984,570,cell_2,3.665,0.304,6.46,140.02696
3985,570,cell_3,3.668,0.303,6.46,140.02696
3986,570,cell_4,3.505,0.303,6.46,140.02696
3987,570,cell_5,3.587,0.303,6.46,140.02696
3988,570,cell_6,3.587,0.303,6.46,140.02696
3989,570,cell_average,3.6126666666666662,0.30349999999999994,6.46,140.02696
3990,571,cell_1,3.664,0.305,6.6160000000000005,143.395184
3991,571,cell_2,3.6630000000000003,0.304,6.6160000000000005,143.395184
3992,571,cell_3,3.668,0.303,6.6160000000000005,143.395184
3993,571,cell_4,3.505,0.303,6.6160000000000005,143.395184
3994,571,cell_5,3.587,0.303,6.6160000000000005,143.395184
3995,571,cell_6,3.587,0.303,6.6160000000000005,143.395184
3996,571,cell_average,3.6123333333333334,0.30349999999999994,6.6160000000000005,143.395184
3997,572,cell_1,3.664,0.305,6.538,141.52154800000002
3998,572,cell_2,3.6630000000000003,0.304,6.538,141.52154800000002
3999,572,cell_3,3.661,0.303,6.538,141.52154800000002
4000,572,cell_4,3.494,0.303,6.538,141.52154800000002
4001,572,cell_5,3.5820000000000003,0.303,6.538,141.52154800000002
